origin,destination,amount,type,src_country,dst_country
C7764,M3394,724839.5633149028,CREDIT,IN,GR
C8279,M6222,550454.6516614937,CASH_OUT,US,GB
C4453,M4889,429155.56423487124,CREDIT,FR,IN
C3952,M8006,474065.05778348295,DEBIT,US,US
C1702,M7869,899749.1970081442,TRANSFER,FR,US
C8502,M3183,217002.60106883172,PAYMENT,GR,IN
C5452,M7351,347037.59754445485,TRANSFER,FR,AU
C6219,M1283,265220.71264746104,DEBIT,GB,JP
C5861,M2954,799510.6716505227,TRANSFER,US,ZA
C7479,M6792,646890.0502201437,DEBIT,FR,GR
C8617,M3327,542382.6342141265,CASH_OUT,FR,ZA
C1703,M4199,220635.80857453236,CASH_OUT,JP,BR
C6464,M4866,266050.84797986667,CASH_OUT,JP,ZA
C7006,M6057,258135.2570619044,CREDIT,ZA,ZA
C2402,M4453,787434.702951339,DEBIT,AU,ZA
C3682,M4455,992982.2831329724,DEBIT,US,FR
C3603,M4098,726240.4934079133,CASH_OUT,IN,FR
C4157,M4390,754317.1840047768,CASH_OUT,BR,US
C5635,M1440,868404.8890932471,CASH_OUT,BR,FR
C4010,M4448,509737.8224511471,CREDIT,IN,IN
C8719,M4705,537568.9427080408,CASH_OUT,BR,ZA
C8325,M1239,562802.6784422301,CASH_OUT,BR,GR
C1661,M4061,654539.5816416914,PAYMENT,AU,IN
C2301,M6369,873577.0382954191,CASH_OUT,AU,JP
C6858,M3643,947863.1467106482,CREDIT,FR,IN
C2671,M5395,643183.4021863033,CREDIT,GR,GB
C3263,M7930,999178.3181385775,CASH_OUT,IN,JP
C1494,M3130,979546.0273261117,PAYMENT,IN,FR
C3349,M8564,605141.2737246105,TRANSFER,GR,AU
C4862,M8490,645680.5880246225,CREDIT,ZA,ZA
C1070,M3876,228060.9711087551,TRANSFER,AU,AU
C7277,M4466,542479.5251362422,CASH_OUT,GR,BR
C6471,M8961,734087.3005666538,PAYMENT,FR,US
C6614,M6252,557072.3141469411,TRANSFER,BR,JP
C6251,M1620,662814.8854987391,CASH_OUT,AU,ZA
C6144,M5740,358752.1974473614,PAYMENT,IN,JP
C1346,M3480,669437.965861117,PAYMENT,AU,BR
C1625,M7836,520046.6800952502,DEBIT,JP,AU
C1485,M6541,738770.2224689042,PAYMENT,BR,US
C2183,M1187,505152.5917449183,PAYMENT,US,JP
C5220,M7819,271473.0934928711,TRANSFER,JP,FR
C2349,M3825,452976.1312599722,CASH_OUT,IN,BR
C4021,M7917,662074.468588766,DEBIT,FR,US
C5324,M4682,494343.97161620983,TRANSFER,GR,FR
C8532,M5780,776206.6273365411,TRANSFER,IN,GR
C8347,M4907,653221.4653436899,TRANSFER,ZA,BR
C7892,M8705,856890.1002758781,CREDIT,GR,GB
C3317,M5490,161850.38801119264,TRANSFER,FR,IN
C4048,M4780,495397.8738601793,TRANSFER,BR,AU
C8783,M8776,441971.5094843477,PAYMENT,GB,ZA
C5549,M3303,666182.3155023451,CREDIT,GR,BR
C2044,M5767,869124.3135658957,CREDIT,JP,JP
C5681,M5286,356478.8025879492,CREDIT,GB,US
C6458,M2153,548395.3304146428,PAYMENT,IN,BR
C5222,M1888,486431.18085362745,CREDIT,AU,GR
C3529,M7651,212668.35819761874,TRANSFER,GR,IN
C3665,M4257,502794.7791436039,DEBIT,FR,BR
C7558,M6998,606014.7455779252,TRANSFER,FR,JP
C5601,M4434,762904.2297374692,CREDIT,AU,JP
C2963,M4599,133493.28365812977,CREDIT,BR,FR
C7761,M3994,393093.9265524288,DEBIT,IN,FR
C5606,M1716,458874.2094533684,DEBIT,US,BR
C5912,M4720,926632.8923692752,PAYMENT,ZA,FR
C6165,M2719,376509.4069029898,PAYMENT,FR,BR
C3356,M5999,297884.65346723126,DEBIT,GR,BR
C5700,M6703,657372.9170663232,DEBIT,IN,GR
C3486,M5687,12707.960631365806,CASH_OUT,BR,IN
C7459,M3636,595759.5582929979,CREDIT,FR,FR
C3518,M6391,721857.0152635169,PAYMENT,IN,GR
C4078,M3806,158038.00339091246,CASH_OUT,GR,GR
C7692,M4921,586500.7223729683,PAYMENT,US,US
C4848,M1455,344556.89022101194,CASH_OUT,JP,GB
C1032,M3705,964898.9241794399,PAYMENT,JP,JP
C3971,M6900,709887.2464783125,CASH_OUT,FR,AU
C6318,M7738,914948.5285931096,DEBIT,GR,GR
C2148,M2839,509754.5359930927,CASH_OUT,JP,IN
C4658,M4872,679739.1257522303,DEBIT,ZA,FR
C5740,M4226,837250.8073173331,DEBIT,GB,US
C7680,M6572,570592.012446323,DEBIT,JP,JP
C4065,M1988,179082.23682145562,DEBIT,IN,FR
C3810,M3958,118662.40034906252,DEBIT,GB,GB
C8505,M6718,938373.4228858587,PAYMENT,BR,GB
C3456,M5622,150740.7841750417,PAYMENT,GR,BR
C3286,M3403,478066.4134663884,CASH_OUT,ZA,JP
C6831,M3242,56918.516423419445,TRANSFER,IN,FR
C1191,M4615,967773.737336173,CREDIT,ZA,ZA
C3651,M1694,139447.87832061903,PAYMENT,BR,AU
C6348,M5765,204267.02225842891,TRANSFER,GB,ZA
C8006,M1110,652063.7974041051,CASH_OUT,JP,BR
C3095,M1756,10949.805610480911,DEBIT,GR,AU
C3435,M8630,566262.1787421653,CREDIT,AU,JP
C2168,M1141,82577.89205405279,CASH_OUT,US,GR
C8690,M8165,985962.354485014,CREDIT,IN,FR
C8868,M4957,412542.8190234709,CASH_OUT,ZA,US
C2504,M2855,988247.0168482437,CASH_OUT,BR,US
C7510,M5615,563371.7510055883,PAYMENT,JP,US
C5210,M4312,755216.0076620441,TRANSFER,GR,FR
C1149,M7870,932837.2590135726,CREDIT,JP,BR
C5515,M8308,205894.5082535626,DEBIT,US,ZA
C8031,M6236,556321.3115542626,DEBIT,GB,FR
C2717,M3094,308798.5868884818,CASH_OUT,ZA,JP
C2465,M8865,651090.8800203693,TRANSFER,IN,JP
C2055,M5985,219426.0103926311,PAYMENT,JP,GR
C7620,M4580,328122.06790884223,DEBIT,GR,FR
C6013,M5636,537132.8377524477,PAYMENT,FR,BR
C4937,M5857,517596.3246599725,CREDIT,FR,IN
C7613,M4617,664881.8747405816,TRANSFER,GR,FR
C3923,M1950,706720.7373036466,PAYMENT,BR,BR
C6173,M4410,789221.5371188524,PAYMENT,GB,FR
C3147,M2960,699975.647840056,PAYMENT,GR,US
C7417,M5140,124750.14334213843,DEBIT,JP,FR
C1699,M3289,823628.6866926093,PAYMENT,GR,GB
C4277,M4964,538062.5444182797,CASH_OUT,IN,GB
C7832,M2452,182121.55483066555,CASH_OUT,ZA,BR
C8947,M5610,394568.43084342004,DEBIT,AU,FR
C4760,M1151,341310.6046552599,TRANSFER,IN,BR
C4827,M1097,32585.884385518115,CREDIT,IN,IN
C4710,M4554,841172.1170434153,TRANSFER,GB,ZA
C6154,M2543,700229.5861891462,PAYMENT,BR,IN
C2139,M4199,736087.0261671918,DEBIT,FR,IN
C2972,M4290,725743.1962054569,DEBIT,ZA,JP
C3956,M2537,42461.41225024777,CASH_OUT,IN,JP
C6159,M1152,237521.28499444152,TRANSFER,GR,JP
C7787,M4239,518625.0553143406,TRANSFER,ZA,AU
C5191,M6091,772515.7051681909,PAYMENT,FR,US
C6599,M3679,713132.7720225028,DEBIT,AU,ZA
C2070,M2760,718338.0578725021,PAYMENT,ZA,GR
C8862,M3945,758082.0908878344,CASH_OUT,ZA,GR
C7840,M4587,750707.1428410779,PAYMENT,BR,ZA
C1884,M6244,631146.2537073946,DEBIT,ZA,JP
C4906,M6539,279143.3414861286,PAYMENT,GB,BR
C4670,M6234,607143.237476704,CREDIT,IN,ZA
C2034,M1102,60527.609061909294,DEBIT,JP,ZA
C1419,M4618,55938.30989556713,TRANSFER,BR,ZA
C3582,M4512,597717.2678905646,PAYMENT,ZA,BR
C5772,M2841,141381.28130312078,DEBIT,US,US
C2862,M7696,625265.9955047333,CREDIT,GR,AU
C5522,M1114,189121.86955618893,CREDIT,GB,JP
C4232,M5540,629482.4942050473,PAYMENT,BR,BR
C6742,M5105,979522.0119814939,CASH_OUT,FR,BR
C7861,M6352,756163.4918968861,CREDIT,AU,FR
C3452,M2957,547645.3058848212,PAYMENT,GR,FR
C6256,M1077,940013.0655775948,PAYMENT,JP,AU
C7131,M5709,713357.3046705112,CREDIT,GB,JP
C4814,M8925,50467.423406979615,TRANSFER,ZA,AU
C8517,M8979,271662.0989650622,PAYMENT,BR,US
C6179,M8878,316047.7133256529,TRANSFER,ZA,BR
C3546,M2091,876190.4901572122,PAYMENT,GR,FR
C1489,M4363,305180.59802076704,CASH_OUT,BR,IN
C7492,M7348,865984.5943701054,CREDIT,GB,IN
C8259,M1125,347879.9841488916,CREDIT,IN,ZA
C5348,M1402,404288.9194233109,CASH_OUT,ZA,GR
C3039,M2038,639225.3921780166,TRANSFER,AU,GB
C2753,M5352,851291.3213551388,CREDIT,AU,AU
C8121,M5835,238982.77399655848,TRANSFER,GB,JP
C5430,M8214,242083.94162883292,PAYMENT,US,BR
C5179,M3538,307446.28775414615,CASH_OUT,ZA,IN
C3513,M3863,297687.2720281159,CASH_OUT,GR,ZA
C1805,M3625,695607.5216788417,TRANSFER,GR,BR
C8877,M6228,304560.9887194103,PAYMENT,FR,BR
C3803,M1854,520327.6067384089,CREDIT,GR,FR
C3566,M8133,602346.0330427281,PAYMENT,AU,GR
C4013,M2429,359072.3331655147,TRANSFER,JP,AU
C1405,M2211,724265.4452003473,PAYMENT,FR,JP
C6613,M3344,376163.3761918946,PAYMENT,ZA,FR
C2377,M2135,489083.4152642256,TRANSFER,GR,JP
C5424,M8090,20256.63597423988,CASH_OUT,GB,FR
C1874,M2260,404913.3048791943,DEBIT,IN,JP
C4412,M6621,599775.4321121987,CASH_OUT,US,GB
C1406,M3455,901612.5169429777,TRANSFER,AU,JP
C4744,M3066,913591.4177646071,DEBIT,JP,IN
C4299,M2910,571634.43950571,PAYMENT,GR,US
C5281,M6453,59283.59847618014,DEBIT,GR,ZA
C6470,M7933,385284.9064170177,TRANSFER,US,JP
C4520,M3411,140661.4790807949,TRANSFER,GB,GB
C4524,M7135,72543.98774111073,DEBIT,ZA,IN
C1735,M2633,218942.91371286273,CREDIT,BR,AU
C5268,M6747,733744.5086357979,CASH_OUT,US,IN
C4034,M3969,874593.5328025601,CASH_OUT,BR,GR
C7440,M4742,959208.1387046735,CASH_OUT,BR,IN
C6192,M4450,47844.85315028901,TRANSFER,IN,IN
C2515,M4256,899129.9849522455,CREDIT,US,GR
C2705,M4670,842515.2102951336,PAYMENT,GB,JP
C7958,M8839,311974.05544699746,CREDIT,ZA,ZA
C8471,M8077,163513.15178489048,TRANSFER,IN,US
C5190,M4013,439642.5389805461,CASH_OUT,GR,IN
C1026,M7741,547069.6861745059,CASH_OUT,JP,IN
C2791,M5318,15060.048761202519,CREDIT,AU,GR
C3493,M8421,331119.2491373027,CASH_OUT,BR,FR
C2091,M8745,686157.5222997717,TRANSFER,GB,BR
C7773,M6391,351898.43827208003,CREDIT,US,IN
C2844,M3353,405783.70750811335,CASH_OUT,US,ZA
C7104,M4853,171227.83266701913,CREDIT,BR,IN
C3801,M7603,979420.5295247803,CREDIT,FR,FR
C8550,M4142,701175.5156941493,PAYMENT,JP,BR
C8869,M2431,185622.19739669128,CREDIT,FR,FR
C7894,M5195,325480.4072291718,DEBIT,AU,US
C5585,M8191,143250.63156493098,DEBIT,AU,BR
C4516,M8425,728099.3068308389,CASH_OUT,FR,ZA
C1033,M6928,600356.1801532485,TRANSFER,GB,BR
C3045,M1552,658456.4880323139,TRANSFER,FR,AU
C7016,M7157,111152.29764249006,CASH_OUT,JP,BR
C3427,M3989,996088.0568765423,CREDIT,GR,ZA
C2248,M5308,213117.14943303636,TRANSFER,GB,GR
C6206,M4827,189576.22046567276,CASH_OUT,FR,GB
C1529,M1369,167217.6991577989,CASH_OUT,ZA,AU
C2549,M4700,930146.6137128457,TRANSFER,JP,US
C2701,M5099,826351.5855991112,DEBIT,IN,GB
C1504,M3145,221789.11847390077,TRANSFER,JP,ZA
C3596,M3314,502357.921656636,DEBIT,ZA,ZA
C1405,M7401,292957.5749268118,DEBIT,FR,US
C1349,M6103,199380.0812583528,PAYMENT,AU,IN
C8672,M5291,420716.79910733365,DEBIT,BR,IN
C1406,M1434,813792.4399463036,DEBIT,US,GB
C2992,M1447,799442.7523575763,CASH_OUT,IN,GB
C2321,M7213,730084.7852246641,CASH_OUT,JP,GR
C1930,M6038,586374.7497428748,CREDIT,BR,GB
C3965,M2172,787851.3647535283,CREDIT,GB,GB
C6002,M2097,676476.0665376973,CREDIT,ZA,JP
C6285,M4897,485432.5922789963,CREDIT,US,JP
C3936,M6604,71009.84524789179,PAYMENT,US,IN
C6843,M8559,393481.1486314177,DEBIT,GR,AU
C5644,M3142,491380.2003998744,TRANSFER,GR,GB
C7515,M3379,697822.3209205463,CASH_OUT,BR,AU
C3506,M8698,779072.9292251839,CASH_OUT,AU,GR
C5573,M1273,987633.7487353788,DEBIT,JP,FR
C6995,M1385,289344.73202970525,CREDIT,BR,GB
C5595,M3829,47068.27861474138,CREDIT,AU,FR
C4326,M7374,441974.7934017036,CREDIT,JP,GB
C3803,M5749,110488.32338948152,TRANSFER,IN,GB
C2823,M8152,23803.190409718525,DEBIT,GR,GR
C1707,M6299,837039.8764677,DEBIT,US,IN
C8707,M7899,199108.60543891552,CASH_OUT,US,JP
C7710,M1418,719912.3751727577,DEBIT,GR,FR
C8842,M5430,883562.8007481695,CREDIT,US,ZA
C4934,M4579,301257.9130309023,PAYMENT,BR,US
C4576,M1326,799982.8465584632,CASH_OUT,GR,AU
C7915,M5022,546736.5224741162,TRANSFER,FR,BR
C2048,M6494,372969.5181710341,CREDIT,US,BR
C6433,M7419,390721.6847895218,TRANSFER,AU,US
C5304,M6104,923766.7241747124,DEBIT,JP,IN
C1468,M2599,739067.6850867188,PAYMENT,BR,JP
C4960,M1815,58158.81294266451,DEBIT,GB,AU
C3238,M6458,85803.63465384577,CREDIT,FR,AU
C5970,M3541,390800.71190721565,PAYMENT,BR,US
C6068,M4446,245257.93061593038,TRANSFER,ZA,GR
C1897,M4681,102349.79465788118,PAYMENT,US,FR
C7549,M8424,931260.3885258948,PAYMENT,BR,GB
C3982,M4319,14837.785150760836,CREDIT,ZA,ZA
C7276,M6424,836419.6679196164,DEBIT,FR,GR
C2194,M7704,602755.8462896846,CASH_OUT,GR,ZA
C2760,M2894,899313.8291319832,DEBIT,ZA,US
C5980,M1096,680000.3466416328,DEBIT,US,IN
C5424,M6538,174374.74233547336,TRANSFER,GB,US
C2625,M8213,723003.5460163301,DEBIT,GB,US
C7262,M5893,163977.42185208798,CREDIT,ZA,ZA
C2836,M8167,97753.3963817106,CASH_OUT,IN,GB
C8868,M2727,694747.5580735216,CASH_OUT,ZA,JP
C5971,M1943,420408.7800510491,PAYMENT,AU,FR
C8471,M8178,257982.97296326738,CASH_OUT,US,GR
C8516,M1581,972099.913692467,CREDIT,GR,AU
C7233,M6422,547205.0964168402,DEBIT,IN,FR
C3303,M8650,79057.21700865695,CREDIT,BR,FR
C8416,M7951,659529.5816190391,CREDIT,JP,GB
C1328,M2767,988960.3109304599,CASH_OUT,ZA,BR
C7550,M7955,938988.8692317343,PAYMENT,GR,GB
C2836,M5976,43191.16319579652,CASH_OUT,ZA,BR
C2256,M4222,966219.7041851487,CREDIT,IN,IN
C6104,M2878,52229.01759912403,PAYMENT,GR,BR
C8563,M7170,861258.0593273256,PAYMENT,GB,JP
C7892,M5994,712434.2679102378,DEBIT,US,JP
C2995,M4625,249049.2678269817,CASH_OUT,BR,US
C8716,M1069,284957.6340911877,TRANSFER,AU,AU
C4238,M6846,622667.072730921,CREDIT,IN,IN
C2546,M7112,575550.6798289465,CREDIT,ZA,ZA
C4874,M6491,2396.2986100143703,DEBIT,ZA,FR
C8650,M5739,162998.96446686285,CREDIT,IN,ZA
C4983,M5119,73095.61475003489,CREDIT,FR,FR
C8515,M6378,469224.4820548966,CASH_OUT,JP,BR
C3830,M7807,864610.8910546885,DEBIT,GB,IN
C3338,M8153,73150.08473998445,CREDIT,FR,GB
C5806,M2952,971786.6107972673,DEBIT,IN,IN
C1876,M8752,559354.6593718546,PAYMENT,IN,GB
C1008,M6761,401839.49901723064,TRANSFER,BR,US
C6574,M1375,424090.44714059104,CREDIT,IN,FR
C3509,M1825,416462.0386723314,DEBIT,JP,JP
C7395,M8339,302525.1948973773,DEBIT,FR,FR
C6929,M7593,766542.8026395328,TRANSFER,JP,FR
C1852,M6835,457701.4647051256,CASH_OUT,FR,GB
C1458,M3673,302388.3788533583,CREDIT,FR,BR
C1791,M7218,15478.400871299229,PAYMENT,GB,AU
C7434,M7792,430527.7878287998,PAYMENT,FR,BR
C2004,M3032,499993.4030553204,TRANSFER,US,BR
C1304,M8194,194816.3027207595,CASH_OUT,JP,IN
C1075,M3370,711478.9291980787,DEBIT,FR,US
C6412,M7922,416066.17541623994,DEBIT,AU,AU
C7029,M3042,387912.2332710349,TRANSFER,ZA,US
C3169,M7211,835190.5778432831,CASH_OUT,JP,US
C3028,M7571,597337.2829708053,DEBIT,JP,BR
C8437,M5362,415545.87377667066,PAYMENT,JP,ZA
C1589,M6714,449392.65958238556,CASH_OUT,AU,GB
C3038,M8908,59203.90034210828,DEBIT,AU,US
C5264,M8051,661385.487838318,CASH_OUT,IN,ZA
C6617,M3671,720490.9650362561,CREDIT,GR,FR
C8104,M5316,233061.64238074503,CASH_OUT,US,IN
C1564,M7727,67778.20799732913,CREDIT,IN,FR
C3009,M1272,217344.00824583735,TRANSFER,ZA,US
C8723,M2420,480236.1991668589,CASH_OUT,FR,GB
C2379,M1759,698710.0251128234,CASH_OUT,GB,GB
C4114,M5467,334757.66539912135,CASH_OUT,GR,BR
C1106,M8113,541076.140684,DEBIT,JP,IN
C4429,M4678,338254.2733269615,DEBIT,FR,US
C6295,M5260,734044.1336743985,DEBIT,IN,FR
C7187,M5703,204215.36997397675,DEBIT,GB,FR
C4825,M5586,783726.1014451934,TRANSFER,FR,IN
C7763,M2719,945842.2534767825,CREDIT,ZA,ZA
C7218,M3783,480830.33349330025,DEBIT,AU,JP
C6582,M8289,827032.9624706007,CREDIT,GR,FR
C4784,M7772,864003.7685584449,DEBIT,FR,JP
C5779,M2008,932344.3285063757,DEBIT,US,FR
C2524,M2329,104647.17307870342,CREDIT,GR,ZA
C7960,M1869,970022.8992625552,DEBIT,AU,BR
C5646,M5641,909384.0546305662,PAYMENT,US,AU
C1593,M2907,124349.9867947882,PAYMENT,FR,US
C7209,M3611,981331.321216192,TRANSFER,GR,US
C5181,M1869,572107.5682056324,TRANSFER,GR,GR
C8805,M2063,665468.0208731422,PAYMENT,JP,GR
C7382,M2016,509869.4120082146,CREDIT,BR,FR
C8391,M3385,158619.22821930697,TRANSFER,AU,AU
C4018,M5184,352416.8007332473,CASH_OUT,JP,JP
C6527,M7389,247632.7858574036,CASH_OUT,JP,ZA
C8519,M6616,391326.66786724725,TRANSFER,BR,GB
C4103,M7727,877421.8970691488,DEBIT,GR,GB
C8023,M3517,557015.3825617507,DEBIT,IN,ZA
C5122,M7299,542047.1201344886,TRANSFER,ZA,US
C4097,M6659,932414.7489273296,TRANSFER,ZA,GB
C7637,M6154,285060.3689012702,PAYMENT,ZA,GB
C4565,M4566,491070.69393827434,TRANSFER,GR,GB
C1341,M2113,247801.4498337568,DEBIT,BR,GB
C4843,M8493,286432.04244299646,PAYMENT,FR,JP
C1872,M4712,508104.0999051049,CREDIT,JP,IN
C8930,M2043,778465.1197920289,PAYMENT,BR,ZA
C7177,M8955,676436.7847377702,CREDIT,GR,ZA
C8513,M2642,531727.1704018732,DEBIT,ZA,GR
C3724,M7451,665517.0225276552,CREDIT,US,BR
C6833,M1952,613878.9648942228,TRANSFER,ZA,BR
C4903,M8660,134390.70012027738,TRANSFER,JP,FR
C7200,M6292,934751.0389291452,TRANSFER,US,US
C6784,M4812,281813.184832848,PAYMENT,JP,BR
C1781,M2036,108849.94642139114,CASH_OUT,AU,IN
C7126,M5912,183129.78744795587,CREDIT,AU,ZA
C7724,M6684,16596.804240088102,TRANSFER,ZA,BR
C7161,M2667,954904.7774420473,PAYMENT,GB,IN
C8429,M1606,369270.6638916266,TRANSFER,IN,BR
C7426,M8166,501604.8186372382,CREDIT,IN,US
C7888,M6092,662376.7814362488,CASH_OUT,US,GR
C3262,M1370,541529.540164575,PAYMENT,GR,GB
C7895,M5877,559.9075474535044,TRANSFER,JP,FR
C4928,M3261,396657.35056458093,CASH_OUT,US,ZA
C5153,M4526,206774.58376070543,PAYMENT,US,AU
C5572,M3462,854311.6445749551,PAYMENT,US,AU
C1594,M6341,539589.9085863972,DEBIT,IN,GR
C1889,M3036,476950.24415869196,CASH_OUT,BR,GR
C2736,M1761,457168.39467563666,TRANSFER,FR,GB
C8925,M1614,735554.2646588299,PAYMENT,AU,FR
C3972,M1524,409358.19683390297,DEBIT,ZA,AU
C8158,M1060,157339.61203845264,DEBIT,US,AU
C5457,M6961,900731.4291268395,PAYMENT,GR,BR
C8954,M1953,384773.65983593615,PAYMENT,IN,IN
C7328,M3130,360496.7744946013,CREDIT,BR,GB
C6094,M1000,426750.31051022885,CREDIT,ZA,US
C7482,M3561,486629.0464560833,PAYMENT,ZA,JP
C5545,M7924,363159.6810765443,DEBIT,JP,AU
C4390,M4160,941717.9511558921,CASH_OUT,BR,IN
C1066,M5240,229615.94305204044,DEBIT,GB,IN
C1546,M1305,632624.915986985,PAYMENT,GR,JP
C2787,M7454,410761.175543633,CASH_OUT,ZA,GB
C4126,M1204,931311.7965198036,TRANSFER,FR,GR
C4079,M4716,696537.1291270888,TRANSFER,US,JP
C1417,M2380,394221.99361712526,TRANSFER,BR,JP
C5157,M2942,256234.18992054652,CREDIT,AU,GB
C8848,M6809,46551.73073660393,TRANSFER,JP,GB
C8847,M4311,539850.7675257793,TRANSFER,GR,ZA
C8360,M4811,236515.88525052893,DEBIT,IN,ZA
C6257,M1864,46397.72962033011,TRANSFER,JP,IN
C3970,M3532,281735.69225902186,PAYMENT,AU,ZA
C4650,M7366,572603.0150331289,CREDIT,AU,ZA
C3669,M8963,530035.3966560583,DEBIT,ZA,GR
C8055,M7981,180581.39174045445,CREDIT,US,FR
C7459,M8524,642357.1102026744,TRANSFER,ZA,JP
C8631,M3642,936840.9559175087,PAYMENT,US,AU
C7945,M1380,420695.91076992906,CREDIT,JP,AU
C1669,M1565,543241.0623709882,PAYMENT,US,GB
C4236,M7726,963562.1545256538,DEBIT,BR,US
C7712,M7460,675405.7399587767,CREDIT,GR,FR
C1603,M1358,239821.75280101932,CREDIT,JP,BR
C7785,M7602,637576.2442387495,TRANSFER,GR,GB
C5560,M4939,510500.2348451427,TRANSFER,AU,JP
C4351,M1457,553785.8632145028,PAYMENT,IN,GR
C5725,M2510,163094.93765814186,CREDIT,IN,GR
C1275,M2362,905505.0536497181,PAYMENT,JP,BR
C2355,M8838,580017.69578099,CASH_OUT,US,ZA
C1762,M3039,595123.2567962378,CASH_OUT,ZA,BR
C4142,M3915,204806.76440958906,CASH_OUT,AU,AU
C6104,M6034,398394.0440299999,DEBIT,BR,BR
C5303,M3144,933934.1426224889,CREDIT,GR,GB
C7715,M1025,46645.95753503374,PAYMENT,US,IN
C8568,M2804,427747.1386183382,PAYMENT,GB,IN
C4739,M4107,27449.1159517215,CREDIT,FR,GB
C4677,M1179,585075.7732158765,CREDIT,GR,GR
C6306,M7767,904771.7629314592,CASH_OUT,BR,ZA
C5713,M8622,458577.02466816915,PAYMENT,US,ZA
C6863,M7186,909778.8799674759,DEBIT,IN,ZA
C1180,M1311,20015.27411554211,CREDIT,BR,ZA
C4978,M8303,29683.500524559124,CASH_OUT,BR,FR
C2717,M1905,596904.1719194511,PAYMENT,AU,GB
C2792,M8113,330454.5712345381,CREDIT,ZA,BR
C1398,M2772,257226.87988884954,PAYMENT,US,GB
C2550,M6562,811406.4548751538,CASH_OUT,JP,GR
C5907,M8606,670277.4385713474,TRANSFER,BR,US
C1133,M3600,982479.0089804954,CASH_OUT,BR,FR
C4637,M1482,230680.81315950814,CREDIT,IN,ZA
C6247,M3517,745990.9766033246,PAYMENT,ZA,US
C8869,M3937,940914.5057956047,TRANSFER,GR,GB
C4037,M7081,965334.6772501871,CREDIT,US,IN
C5674,M1083,939076.5284591364,CREDIT,ZA,AU
C7081,M1267,448256.9159537122,CASH_OUT,FR,ZA
C2771,M7303,800843.2987454849,DEBIT,JP,BR
C6594,M4320,314854.8844394732,CASH_OUT,ZA,IN
C1313,M2480,353752.74009893293,CASH_OUT,FR,AU
C5398,M7839,619708.7226138464,TRANSFER,US,BR
C1907,M3558,8541.562391211133,CREDIT,ZA,ZA
C6506,M1220,812499.1833635558,DEBIT,GR,GB
C3367,M5800,335549.99884998915,TRANSFER,IN,JP
C8949,M3277,62735.99290286784,PAYMENT,GR,BR
C6411,M8451,648802.1296678704,PAYMENT,GB,GR
C2642,M2477,647553.4123169779,CASH_OUT,ZA,GB
C6988,M3333,179613.35415679985,CREDIT,GB,BR
C4821,M8542,241242.08939249907,CASH_OUT,FR,JP
C1941,M3045,686569.0472577093,CASH_OUT,AU,GR
C4664,M8222,158950.58371659543,CREDIT,US,JP
C8579,M3536,847398.3501622275,PAYMENT,IN,AU
C2354,M7727,996662.2190476208,CREDIT,GR,GB
C5716,M3473,764508.30568272,TRANSFER,IN,US
C2928,M1224,894914.44863118,TRANSFER,JP,US
C4784,M5259,166782.85857416678,CASH_OUT,BR,JP
C1364,M2309,533557.8971589758,TRANSFER,GB,JP
C3886,M4034,289045.0577454917,CASH_OUT,FR,US
C1280,M6982,61647.31206574385,PAYMENT,AU,GR
C4792,M8505,528899.8498092439,CASH_OUT,BR,AU
C7730,M4422,696361.1132669828,PAYMENT,GR,ZA
C6052,M5413,734499.3678848901,CASH_OUT,ZA,AU
C7220,M1222,626799.6569434851,TRANSFER,GR,FR
C2637,M8798,473851.62143570994,CREDIT,FR,AU
C1103,M1330,380057.4430777946,CREDIT,GB,JP
C4671,M6016,698437.8314509002,CREDIT,FR,GB
C2232,M2639,761553.6403009341,CASH_OUT,US,AU
C4146,M2622,214554.5334694357,CASH_OUT,ZA,AU
C1565,M1996,841929.0555278627,TRANSFER,JP,BR
C3368,M8195,603421.6636771881,CASH_OUT,GR,JP
C3108,M5497,325634.1834324886,DEBIT,US,JP
C8721,M1180,617667.3775264655,DEBIT,JP,ZA
C2286,M8105,532779.0305014326,TRANSFER,GB,GB
C3124,M6103,311828.4071930732,DEBIT,GR,FR
C8985,M8494,822310.0025718537,DEBIT,BR,US
C1678,M2725,300101.99284414656,CREDIT,AU,AU
C1965,M8561,385140.03883561987,TRANSFER,JP,BR
C5487,M3348,496531.93884293677,CREDIT,AU,AU
C5506,M2430,745912.4221673019,PAYMENT,BR,BR
C3764,M6729,13131.552551174187,DEBIT,BR,FR
C2076,M3378,878180.8881521116,DEBIT,BR,US
C6724,M8215,688191.4963634675,PAYMENT,FR,AU
C7732,M1419,743380.5939180625,DEBIT,GB,ZA
C4179,M7213,168356.72194257024,PAYMENT,IN,ZA
C7341,M2460,996341.0108749046,DEBIT,AU,BR
C7965,M7164,504440.31545980007,PAYMENT,ZA,JP
C8427,M8172,847926.1882208771,DEBIT,US,BR
C8083,M7312,307431.1777354377,CASH_OUT,US,IN
C7128,M7071,588456.1073029233,CASH_OUT,IN,GR
C4959,M7809,632145.989659367,CREDIT,IN,GR
C6860,M2608,671963.5245613746,PAYMENT,AU,IN
C6704,M8896,4176.367209322764,DEBIT,IN,ZA
C5072,M1539,960695.6851196807,CREDIT,US,US
C6155,M3105,228594.51776113137,TRANSFER,US,GB
C5250,M4424,800767.6032190588,CASH_OUT,IN,GR
